Alpha,Timeframe,Total Trades,Win Rate,Return %,Sharpe,Max Drawdown %,PnL
53,60m,35,55.55555555555556,-4.5269999999999815,-0.2241101590132084,-9.387000000000048,-4859999.999999866
54,1m,0,0.0,0.0,0.0,0.0,0.0
54,3m,0,0.0,0.0,0.0,0.0,0.0
54,5m,0,0.0,0.0,0.0,0.0,0.0
54,10m,0,0.0,0.0,0.0,0.0,0.0
54,15m,0,0.0,0.0,0.0,0.0,0.0
54,30m,0,0.0,0.0,0.0,0.0,0.0
54,60m,0,0.0,0.0,0.0,0.0,0.0
55,1m,76876,48.34985184428323,-2405.5039999999976,-8.658414039927568,-2436.3437373327884,-9395519999.999966
55,3m,26413,49.354695149087675,-682.5999999999982,-2.502642002886318,-548.8997102878608,-3239119999.9999766
55,5m,16622,49.32798868191464,-516.7359999999991,-1.8771267591572716,-512.5902102290548,-2035679999.9999986
55,10m,9113,49.5389234398456,-418.5040000000038,-1.4039348750991414,-338.4506323370976,-1119120000.0000005
55,15m,6637,48.22006472491909,-273.6668000000029,-0.9626658741057419,-234.40526056336228,-836154000.0000038
55,30m,3779,45.0229709035222,-519.4319999999989,-1.844947977221081,-526.0201251881766,-470160000.00000477
55,60m,1803,49.0174672489083,-21.20759999999945,-0.06344202156784617,-109.45364441147008,-236327999.99999908
56,1m,0,0.0,0.0,0.0,0.0,0.0
56,3m,0,0.0,0.0,0.0,0.0,0.0
56,5m,0,0.0,0.0,0.0,0.0,0.0
56,10m,0,0.0,0.0,0.0,0.0,0.0
56,15m,0,0.0,0.0,0.0,0.0,0.0
56,30m,0,0.0,0.0,0.0,0.0,0.0
56,60m,0,0.0,0.0,0.0,0.0,0.0
57,1m,30341,61.27553693033002,-894.8559999999834,-3.7043325762713173,-895.9384763277898,-3665279999.9999723
57,3m,10427,60.3310502283105,-519.8079999999972,-2.32781317650954,-518.0167264038204,-1261440000.0000043
57,5m,6314,57.42605412208937,-621.304,-2.5966359788089015,-622.8888711352564,-762719999.9999933
57,10m,3125,57.48730964467005,-344.0079999999982,-1.567015784467988,-314.4090398652427,-378240000.0000005
57,15m,2142,55.79240037071362,-373.871999999999,-1.7273519464244798,-320.85073571933384,-258959999.9999981
57,30m,1153,55.172413793103445,-368.20000000000135,-1.6810738204955227,-368.20000000000135,-139200000.0
57,60m,729,57.92349726775956,-112.86239999999927,-0.4134813639127539,-121.96937389577884,-92231999.9999994
61,1m,0,0.0,0.0,0.0,0.0,0.0
61,3m,0,0.0,0.0,0.0,0.0,0.0
61,5m,0,0.0,0.0,0.0,0.0,0.0
61,10m,0,0.0,0.0,0.0,0.0,0.0
61,15m,0,0.0,0.0,0.0,0.0,0.0
61,30m,0,0.0,0.0,0.0,0.0,0.0
61,60m,0,0.0,0.0,0.0,0.0,0.0
62,1m,0,0.0,0.0,0.0,0.0,0.0
62,3m,0,0.0,0.0,0.0,0.0,0.0
62,5m,0,0.0,0.0,0.0,0.0,0.0
62,10m,0,0.0,0.0,0.0,0.0,0.0
62,15m,0,0.0,0.0,0.0,0.0,0.0
62,30m,0,0.0,0.0,0.0,0.0,0.0
62,60m,0,0.0,0.0,0.0,0.0,0.0
64,1m,0,0.0,0.0,0.0,0.0,0.0
64,3m,0,0.0,0.0,0.0,0.0,0.0
64,5m,0,0.0,0.0,0.0,0.0,0.0
64,10m,0,0.0,0.0,0.0,0.0,0.0
64,15m,0,0.0,0.0,0.0,0.0,0.0
64,30m,0,0.0,0.0,0.0,0.0,0.0
64,60m,0,0.0,0.0,0.0,0.0,0.0
65,1m,0,0.0,0.0,0.0,0.0,0.0
65,3m,0,0.0,0.0,0.0,0.0,0.0
65,5m,0,0.0,0.0,0.0,0.0,0.0
65,10m,0,0.0,0.0,0.0,0.0,0.0
65,15m,0,0.0,0.0,0.0,0.0,0.0
65,30m,0,0.0,0.0,0.0,0.0,0.0
65,60m,0,0.0,0.0,0.0,0.0,0.0
66,1m,0,0.0,0.0,0.0,0.0,0.0
66,3m,0,0.0,0.0,0.0,0.0,0.0
66,5m,0,0.0,0.0,0.0,0.0,0.0
66,10m,0,0.0,0.0,0.0,0.0,0.0
66,15m,0,0.0,0.0,0.0,0.0,0.0
66,30m,0,0.0,0.0,0.0,0.0,0.0
66,60m,0,0.0,0.0,0.0,0.0,0.0
68,1m,0,0.0,0.0,0.0,0.0,0.0
68,3m,0,0.0,0.0,0.0,0.0,0.0
68,5m,0,0.0,0.0,0.0,0.0,0.0
68,10m,0,0.0,0.0,0.0,0.0,0.0
68,15m,0,0.0,0.0,0.0,0.0,0.0
68,30m,0,0.0,0.0,0.0,0.0,0.0
68,60m,0,0.0,0.0,0.0,0.0,0.0
71,1m,0,0.0,0.0,0.0,0.0,0.0
71,3m,0,0.0,0.0,0.0,0.0,0.0
71,5m,0,0.0,0.0,0.0,0.0,0.0
71,10m,0,0.0,0.0,0.0,0.0,0.0
71,15m,0,0.0,0.0,0.0,0.0,0.0
71,30m,0,0.0,0.0,0.0,0.0,0.0
71,60m,0,0.0,0.0,0.0,0.0,0.0
72,1m,0,0.0,0.0,0.0,0.0,0.0
72,3m,0,0.0,0.0,0.0,0.0,0.0
72,5m,0,0.0,0.0,0.0,0.0,0.0
72,10m,0,0.0,0.0,0.0,0.0,0.0
72,15m,0,0.0,0.0,0.0,0.0,0.0
72,30m,0,0.0,0.0,0.0,0.0,0.0
72,60m,0,0.0,0.0,0.0,0.0,0.0
74,1m,0,0.0,0.0,0.0,0.0,0.0
74,3m,0,0.0,0.0,0.0,0.0,0.0
74,5m,0,0.0,0.0,0.0,0.0,0.0
74,10m,0,0.0,0.0,0.0,0.0,0.0
74,15m,0,0.0,0.0,0.0,0.0,0.0
74,30m,0,0.0,0.0,0.0,0.0,0.0
74,60m,0,0.0,0.0,0.0,0.0,0.0
75,1m,0,0.0,0.0,0.0,0.0,0.0
75,3m,0,0.0,0.0,0.0,0.0,0.0
75,5m,0,0.0,0.0,0.0,0.0,0.0
75,10m,0,0.0,0.0,0.0,0.0,0.0
75,15m,0,0.0,0.0,0.0,0.0,0.0
75,30m,0,0.0,0.0,0.0,0.0,0.0
75,60m,0,0.0,0.0,0.0,0.0,0.0
77,1m,0,0.0,0.0,0.0,0.0,0.0
77,3m,0,0.0,0.0,0.0,0.0,0.0
77,5m,0,0.0,0.0,0.0,0.0,0.0
77,10m,0,0.0,0.0,0.0,0.0,0.0
77,15m,0,0.0,0.0,0.0,0.0,0.0
77,30m,0,0.0,0.0,0.0,0.0,0.0
77,60m,0,0.0,0.0,0.0,0.0,0.0
78,1m,0,0.0,0.0,0.0,0.0,0.0
78,3m,0,0.0,0.0,0.0,0.0,0.0
78,5m,0,0.0,0.0,0.0,0.0,0.0
78,10m,0,0.0,0.0,0.0,0.0,0.0
78,15m,0,0.0,0.0,0.0,0.0,0.0
78,30m,0,0.0,0.0,0.0,0.0,0.0
78,60m,0,0.0,0.0,0.0,0.0,0.0
81,1m,0,0.0,0.0,0.0,0.0,0.0
81,3m,0,0.0,0.0,0.0,0.0,0.0
81,5m,0,0.0,0.0,0.0,0.0,0.0
81,10m,0,0.0,0.0,0.0,0.0,0.0
81,15m,0,0.0,0.0,0.0,0.0,0.0
81,30m,0,0.0,0.0,0.0,0.0,0.0
81,60m,0,0.0,0.0,0.0,0.0,0.0
83,1m,38312,55.007567454725745,-1075.5679999999807,-6.794114315246607,-1089.5001622849525,-4598640000.000018
83,3m,4647,56.362854686156496,-110.04799999999754,-0.9213429765372497,-141.58297465327502,-558240000.0000017
83,5m,73,56.75675675675676,15.257399999999532,0.5780622749626827,-1.025945629530177,-13097999.999999821
83,10m,4,0.0,-1.2444000000000233,-0.4743416490252569,-1.2444000000000237,-612000.0000000075
83,15m,0,0.0,0.0,0.0,0.0,0.0
83,30m,316,51.57232704402516,14.813999999999638,0.21173285268150327,-25.37099999999983,-42929999.99999985
83,60m,1629,48.03439803439804,-291.41599999999823,-1.2872615305088138,-295.78399999999834,-195600000.00000048
85,1m,0,0.0,0.0,0.0,0.0,0.0
85,3m,0,0.0,0.0,0.0,0.0,0.0
85,5m,0,0.0,0.0,0.0,0.0,0.0
85,10m,0,0.0,0.0,0.0,0.0,0.0
85,15m,0,0.0,0.0,0.0,0.0,0.0
85,30m,0,0.0,0.0,0.0,0.0,0.0
85,60m,0,0.0,0.0,0.0,0.0,0.0
88,1m,0,0.0,0.0,0.0,0.0,0.0
88,3m,0,0.0,0.0,0.0,0.0,0.0
88,5m,0,0.0,0.0,0.0,0.0,0.0
88,10m,0,0.0,0.0,0.0,0.0,0.0
88,15m,0,0.0,0.0,0.0,0.0,0.0
88,30m,0,0.0,0.0,0.0,0.0,0.0
88,60m,0,0.0,0.0,0.0,0.0,0.0
92,1m,0,0.0,0.0,0.0,0.0,0.0
92,3m,0,0.0,0.0,0.0,0.0,0.0
92,5m,0,0.0,0.0,0.0,0.0,0.0
92,10m,0,0.0,0.0,0.0,0.0,0.0
92,15m,0,0.0,0.0,0.0,0.0,0.0
92,30m,0,0.0,0.0,0.0,0.0,0.0
92,60m,0,0.0,0.0,0.0,0.0,0.0
94,1m,0,0.0,0.0,0.0,0.0,0.0
94,3m,0,0.0,0.0,0.0,0.0,0.0
94,5m,0,0.0,0.0,0.0,0.0,0.0
94,10m,0,0.0,0.0,0.0,0.0,0.0
94,15m,0,0.0,0.0,0.0,0.0,0.0
94,30m,0,0.0,0.0,0.0,0.0,0.0
94,60m,0,0.0,0.0,0.0,0.0,0.0
95,1m,0,0.0,0.0,0.0,0.0,0.0
95,3m,0,0.0,0.0,0.0,0.0,0.0
95,5m,0,0.0,0.0,0.0,0.0,0.0
95,10m,0,0.0,0.0,0.0,0.0,0.0
95,15m,0,0.0,0.0,0.0,0.0,0.0
95,30m,0,0.0,0.0,0.0,0.0,0.0
95,60m,0,0.0,0.0,0.0,0.0,0.0
96,1m,0,0.0,0.0,0.0,0.0,0.0
96,3m,0,0.0,0.0,0.0,0.0,0.0
96,5m,0,0.0,0.0,0.0,0.0,0.0
96,10m,0,0.0,0.0,0.0,0.0,0.0
96,15m,0,0.0,0.0,0.0,0.0,0.0
96,30m,0,0.0,0.0,0.0,0.0,0.0
96,60m,0,0.0,0.0,0.0,0.0,0.0
98,1m,0,0.0,0.0,0.0,0.0,0.0
98,3m,0,0.0,0.0,0.0,0.0,0.0
98,5m,0,0.0,0.0,0.0,0.0,0.0
98,10m,0,0.0,0.0,0.0,0.0,0.0
98,15m,0,0.0,0.0,0.0,0.0,0.0
98,30m,0,0.0,0.0,0.0,0.0,0.0
98,60m,0,0.0,0.0,0.0,0.0,0.0
99,1m,0,0.0,0.0,0.0,0.0,0.0
99,3m,0,0.0,0.0,0.0,0.0,0.0
99,5m,0,0.0,0.0,0.0,0.0,0.0
99,10m,0,0.0,0.0,0.0,0.0,0.0
99,15m,0,0.0,0.0,0.0,0.0,0.0
99,30m,0,0.0,0.0,0.0,0.0,0.0
99,60m,0,0.0,0.0,0.0,0.0,0.0
101,1m,162371,38.86285502723859,-5695.359999999998,-17.92700662736397,-6032.8187293239325,-22688399999.99987
101,3m,53676,42.901554404145074,-1157.080000000026,-4.25230187417191,-1161.410555064689,-7411199999.999977
101,5m,32550,45.3982110141179,-213.02400000001978,-0.8467812852627133,-162.40595218192064,-4453919999.999969
101,10m,17389,42.35659225147663,-772.3920000000044,-3.0031395942646513,-774.0560000000047,-2397359999.9999847
101,15m,11875,43.40683735385526,-194.73600000000482,-0.7456704110739053,-225.9206121473005,-1621680000.0000014
101,30m,6218,47.848389854659445,563.2239999999953,1.6945686572358931,-98.50213980028543,-842400000.0
101,60m,3474,48.65822784810126,459.26399999999956,1.4274474178028975,-25.32769034206407,-462149999.99999523
